epoch,accuracy,binary_accuracy,binary_crossentropy,loss,val_accuracy,val_binary_accuracy,val_binary_crossentropy,val_loss
30,0.5,0.5,0.02973780781030655,0.02973780781030655,0.4977678656578064,0.4977678656578064,0.24246184527873993,0.24246184527873993
31,0.49845677614212036,0.49845677614212036,0.028337879106402397,0.028337879106402397,0.5022321343421936,0.5022321343421936,0.22476215660572052,0.22476215660572052
32,0.4992283880710602,0.4992283880710602,0.03133484348654747,0.03133484348654747,0.5066964030265808,0.5066964030265808,0.2445039451122284,0.2445039451122284
33,0.49807098507881165,0.49807098507881165,0.025430794805288315,0.025430794805288315,0.5,0.5,0.2470598965883255,0.2470598965883255
34,0.5011574029922485,0.5011574029922485,0.028602376580238342,0.028602376580238342,0.4933035671710968,0.4933035671710968,0.33047962188720703,0.33047962188720703
35,0.49845677614212036,0.49845677614212036,0.02365531027317047,0.02365531027317047,0.5,0.5,0.2541790306568146,0.2541790306568146
36,0.5,0.5,0.02350008860230446,0.02350008860230446,0.4955357015132904,0.4955357015132904,0.3053550124168396,0.3053550124168396
37,0.5003858208656311,0.5003858208656311,0.02348206751048565,0.02348206751048565,0.4977678656578064,0.4977678656578064,0.2758171558380127,0.2758171558380127
38,0.5011574029922485,0.5011574029922485,0.01989251933991909,0.01989251933991909,0.5044642686843872,0.5044642686843872,0.2513420283794403,0.2513420283794403
39,0.4996142089366913,0.4996142089366913,0.022930601611733437,0.022930601611733437,0.4977678656578064,0.4977678656578064,0.2936080992221832,0.2936080992221832
40,0.4996142089366913,0.4996142089366913,0.02334664575755596,0.02334664575755596,0.5044642686843872,0.5044642686843872,0.25529971718788147,0.25529971718788147
41,0.4992283880710602,0.4992283880710602,0.019768452271819115,0.019768452271819115,0.5,0.5,0.2627217173576355,0.2627217173576355
42,0.49884259700775146,0.49884259700775146,0.021647561341524124,0.021647561341524124,0.5,0.5,0.23872964084148407,0.23872964084148407
43,0.5,0.5,0.018890026956796646,0.018890026956796646,0.4955357015132904,0.4955357015132904,0.3070831298828125,0.3070831298828125
44,0.49884259700775146,0.49884259700775146,0.01895606890320778,0.01895606890320778,0.4955357015132904,0.4955357015132904,0.24984335899353027,0.24984335899353027
45,0.5003858208656311,0.5003858208656311,0.016962889581918716,0.016962889581918716,0.5022321343421936,0.5022321343421936,0.2231890857219696,0.2231890857219696
46,0.49845677614212036,0.49845677614212036,0.018478838726878166,0.018478838726878166,0.5,0.5,0.24479477107524872,0.24479477107524872
47,0.4992283880710602,0.4992283880710602,0.018949199467897415,0.018949199467897415,0.5022321343421936,0.5022321343421936,0.22544005513191223,0.22544005513191223
48,0.5015432238578796,0.5015432238578796,0.018765978515148163,0.018765978515148163,0.5,0.5,0.27801713347435,0.27801713347435
49,0.5003858208656311,0.5003858208656311,0.015229716897010803,0.015229716897010803,0.4977678656578064,0.4977678656578064,0.3104763925075531,0.3104763925075531
