epoch,accuracy,binary_accuracy,binary_crossentropy,loss,val_accuracy,val_binary_accuracy,val_binary_crossentropy,val_loss
0,0.49884259700775146,0.49884259700775146,0.5356051921844482,0.5356051921844482,0.4977678656578064,0.4977678656578064,1.7359726428985596,1.7359726428985596
1,0.49884259700775146,0.49884259700775146,0.3683384358882904,0.3683384358882904,0.5022321343421936,0.5022321343421936,0.5361542105674744,0.5361542105674744
2,0.5003858208656311,0.5003858208656311,0.3064749538898468,0.3064749538898468,0.5066964030265808,0.5066964030265808,0.3328752815723419,0.3328752815723419
3,0.49884259700775146,0.49884259700775146,0.24797309935092926,0.24797309935092926,0.5,0.5,0.3084961771965027,0.3084961771965027
4,0.49845677614212036,0.49845677614212036,0.22558405995368958,0.22558405995368958,0.5,0.5,0.3607300817966461,0.3607300817966461
5,0.5003858208656311,0.5003858208656311,0.19406238198280334,0.19406238198280334,0.5066964030265808,0.5066964030265808,0.3237762749195099,0.3237762749195099
6,0.5011574029922485,0.5011574029922485,0.16673405468463898,0.16673405468463898,0.5044642686843872,0.5044642686843872,0.29323816299438477,0.29323816299438477
7,0.4992283880710602,0.4992283880710602,0.15121275186538696,0.15121275186538696,0.4977678656578064,0.4977678656578064,0.317864328622818,0.317864328622818
8,0.49884259700775146,0.49884259700775146,0.13679733872413635,0.13679733872413635,0.5022321343421936,0.5022321343421936,0.29981642961502075,0.29981642961502075
9,0.5007715821266174,0.5007715821266174,0.12517639994621277,0.12517639994621277,0.4977678656578064,0.4977678656578064,0.2766339182853699,0.2766339182853699
10,0.4996142089366913,0.4996142089366913,0.12024290859699249,0.12024290859699249,0.4955357015132904,0.4955357015132904,0.3101297914981842,0.3101297914981842
11,0.5011574029922485,0.5011574029922485,0.10121456533670425,0.10121456533670425,0.5044642686843872,0.5044642686843872,0.2739312946796417,0.2739312946796417
12,0.4996142089366913,0.4996142089366913,0.09796062856912613,0.09796062856912613,0.4977678656578064,0.4977678656578064,0.2886776924133301,0.2886776924133301
13,0.5,0.5,0.08868321031332016,0.08868321031332016,0.4933035671710968,0.4933035671710968,0.31840774416923523,0.31840774416923523
14,0.5,0.5,0.08739107847213745,0.08739107847213745,0.4955357015132904,0.4955357015132904,0.28492507338523865,0.28492507338523865
15,0.4996142089366913,0.4996142089366913,0.07780839502811432,0.07780839502811432,0.4933035671710968,0.4933035671710968,0.32098668813705444,0.32098668813705444
16,0.5007715821266174,0.5007715821266174,0.07159300148487091,0.07159300148487091,0.5022321343421936,0.5022321343421936,0.2787444293498993,0.2787444293498993
17,0.4992283880710602,0.4992283880710602,0.06562419980764389,0.06562419980764389,0.5044642686843872,0.5044642686843872,0.26372355222702026,0.26372355222702026
18,0.49845677614212036,0.49845677614212036,0.061638154089450836,0.061638154089450836,0.5022321343421936,0.5022321343421936,0.32293936610221863,0.32293936610221863
19,0.4996142089366913,0.4996142089366913,0.06013413518667221,0.06013413518667221,0.5044642686843872,0.5044642686843872,0.2479897290468216,0.2479897290468216
20,0.5,0.5,0.048395875841379166,0.048395875841379166,0.5,0.5,0.37873902916908264,0.37873902916908264
21,0.5007715821266174,0.5007715821266174,0.0466119721531868,0.0466119721531868,0.5022321343421936,0.5022321343421936,0.23515932261943817,0.23515932261943817
22,0.5007715821266174,0.5007715821266174,0.04936959594488144,0.04936959594488144,0.4955357015132904,0.4955357015132904,0.2620392441749573,0.2620392441749573
23,0.5003858208656311,0.5003858208656311,0.04114004224538803,0.04114004224538803,0.4977678656578064,0.4977678656578064,0.30676451325416565,0.30676451325416565
24,0.4996142089366913,0.4996142089366913,0.04480883479118347,0.04480883479118347,0.5022321343421936,0.5022321343421936,0.36103683710098267,0.36103683710098267
25,0.5011574029922485,0.5011574029922485,0.039632104337215424,0.039632104337215424,0.5022321343421936,0.5022321343421936,0.3688751757144928,0.3688751757144928
26,0.5007715821266174,0.5007715821266174,0.03327907621860504,0.03327907621860504,0.4977678656578064,0.4977678656578064,0.27394506335258484,0.27394506335258484
27,0.49807098507881165,0.49807098507881165,0.035813890397548676,0.035813890397548676,0.5,0.5,0.31141120195388794,0.31141120195388794
28,0.4996142089366913,0.4996142089366913,0.03385964781045914,0.03385964781045914,0.4977678656578064,0.4977678656578064,0.2743026912212372,0.2743026912212372
29,0.501928985118866,0.501928985118866,0.03674789145588875,0.03674789145588875,0.5066964030265808,0.5066964030265808,0.3459344506263733,0.3459344506263733
