epoch,accuracy,binary_accuracy,binary_crossentropy,loss,val_accuracy,val_binary_accuracy,val_binary_crossentropy,val_loss
0,0.4996142089366913,0.4996142089366913,0.530691921710968,0.530691921710968,0.5066964030265808,0.5066964030265808,1.2952228784561157,1.2952228784561157
1,0.5,0.5,0.361163467168808,0.361163467168808,0.4977678656578064,0.4977678656578064,0.28864413499832153,0.28864413499832153
2,0.5015432238578796,0.5015432238578796,0.29210010170936584,0.29210010170936584,0.5,0.5,0.20116187632083893,0.20116187632083893
3,0.5,0.5,0.2523093521595001,0.2523093521595001,0.5022321343421936,0.5022321343421936,0.16383503377437592,0.16383503377437592
4,0.49807098507881165,0.49807098507881165,0.22952701151371002,0.22952701151371002,0.5,0.5,0.15042726695537567,0.15042726695537567
5,0.5015432238578796,0.5015432238578796,0.19195733964443207,0.19195733964443207,0.5,0.5,0.15082605183124542,0.15082605183124542
6,0.5,0.5,0.1735474169254303,0.1735474169254303,0.5,0.5,0.11972735822200775,0.11972735822200775
7,0.5,0.5,0.15588685870170593,0.15588685870170593,0.5066964030265808,0.5066964030265808,0.11239562928676605,0.11239562928676605
8,0.4996142089366913,0.4996142089366913,0.13238020241260529,0.13238020241260529,0.5,0.5,0.09309794008731842,0.09309794008731842
9,0.4992283880710602,0.4992283880710602,0.1326264888048172,0.1326264888048172,0.4955357015132904,0.4955357015132904,0.09568367153406143,0.09568367153406143
10,0.5,0.5,0.1098996251821518,0.1098996251821518,0.5,0.5,0.0896281972527504,0.0896281972527504
11,0.49884259700775146,0.49884259700775146,0.10131149739027023,0.10131149739027023,0.5,0.5,0.07575605064630508,0.07575605064630508
12,0.5003858208656311,0.5003858208656311,0.0888272300362587,0.0888272300362587,0.5,0.5,0.07471673935651779,0.07471673935651779
13,0.5,0.5,0.08545983582735062,0.08545983582735062,0.5044642686843872,0.5044642686843872,0.06906529515981674,0.06906529515981674
14,0.5,0.5,0.07693594694137573,0.07693594694137573,0.5,0.5,0.0688127800822258,0.0688127800822258
15,0.5003858208656311,0.5003858208656311,0.07074716687202454,0.07074716687202454,0.5022321343421936,0.5022321343421936,0.06168808415532112,0.06168808415532112
16,0.5003858208656311,0.5003858208656311,0.06448595225811005,0.06448595225811005,0.4977678656578064,0.4977678656578064,0.056908585131168365,0.056908585131168365
17,0.5003858208656311,0.5003858208656311,0.062216151505708694,0.062216151505708694,0.5022321343421936,0.5022321343421936,0.06217847019433975,0.06217847019433975
18,0.5011574029922485,0.5011574029922485,0.05280414596199989,0.05280414596199989,0.4977678656578064,0.4977678656578064,0.046863943338394165,0.046863943338394165
19,0.4992283880710602,0.4992283880710602,0.04926794022321701,0.04926794022321701,0.5,0.5,0.046284448355436325,0.046284448355436325
20,0.5,0.5,0.0468745194375515,0.0468745194375515,0.5,0.5,0.04461931809782982,0.04461931809782982
21,0.5,0.5,0.04719490930438042,0.04719490930438042,0.5022321343421936,0.5022321343421936,0.04222405329346657,0.04222405329346657
22,0.5007715821266174,0.5007715821266174,0.04578408971428871,0.04578408971428871,0.4977678656578064,0.4977678656578064,0.0423048660159111,0.0423048660159111
23,0.5003858208656311,0.5003858208656311,0.03958193212747574,0.03958193212747574,0.4977678656578064,0.4977678656578064,0.0520477332174778,0.0520477332174778
24,0.49884259700775146,0.49884259700775146,0.03632756695151329,0.03632756695151329,0.5066964030265808,0.5066964030265808,0.045802146196365356,0.045802146196365356
25,0.5,0.5,0.031374167650938034,0.031374167650938034,0.4955357015132904,0.4955357015132904,0.03884100168943405,0.03884100168943405
26,0.4992283880710602,0.4992283880710602,0.035231105983257294,0.035231105983257294,0.4977678656578064,0.4977678656578064,0.03495906665921211,0.03495906665921211
27,0.5003858208656311,0.5003858208656311,0.029334256425499916,0.029334256425499916,0.4955357015132904,0.4955357015132904,0.03352033719420433,0.03352033719420433
