epoch,accuracy,binary_accuracy,binary_crossentropy,loss,val_accuracy,val_binary_accuracy,val_binary_crossentropy,val_loss
0,0.4996142089366913,0.4996142089366913,0.5120315551757812,0.5120315551757812,0.5044642686843872,0.5044642686843872,1.4264109134674072,1.4264109134674072
1,0.49884259700775146,0.49884259700775146,0.361235111951828,0.361235111951828,0.5,0.5,0.24819104373455048,0.24819104373455048
2,0.5015432238578796,0.5015432238578796,0.2988629639148712,0.2988629639148712,0.4933035671710968,0.4933035671710968,0.21763233840465546,0.21763233840465546
3,0.5,0.5,0.253167062997818,0.253167062997818,0.4977678656578064,0.4977678656578064,0.21381768584251404,0.21381768584251404
4,0.4996142089366913,0.4996142089366913,0.22901521623134613,0.22901521623134613,0.5022321343421936,0.5022321343421936,0.1765882968902588,0.1765882968902588
5,0.5011574029922485,0.5011574029922485,0.1964549720287323,0.1964549720287323,0.5066964030265808,0.5066964030265808,0.17812274396419525,0.17812274396419525
6,0.501928985118866,0.501928985118866,0.18588590621948242,0.18588590621948242,0.4955357015132904,0.4955357015132904,0.16288188099861145,0.16288188099861145
7,0.4992283880710602,0.4992283880710602,0.17051157355308533,0.17051157355308533,0.5022321343421936,0.5022321343421936,0.14779618382453918,0.14779618382453918
8,0.5007715821266174,0.5007715821266174,0.15494592487812042,0.15494592487812042,0.5,0.5,0.14871108531951904,0.14871108531951904
9,0.5,0.5,0.13997028768062592,0.13997028768062592,0.4977678656578064,0.4977678656578064,0.14358170330524445,0.14358170330524445
10,0.5007715821266174,0.5007715821266174,0.12262983620166779,0.12262983620166779,0.5,0.5,0.14361536502838135,0.14361536502838135
11,0.501928985118866,0.501928985118866,0.11890750378370285,0.11890750378370285,0.4977678656578064,0.4977678656578064,0.13419044017791748,0.13419044017791748
12,0.5007715821266174,0.5007715821266174,0.10581710189580917,0.10581710189580917,0.5044642686843872,0.5044642686843872,0.12093312293291092,0.12093312293291092
13,0.5003858208656311,0.5003858208656311,0.10047104954719543,0.10047104954719543,0.5022321343421936,0.5022321343421936,0.14206966757774353,0.14206966757774353
14,0.5007715821266174,0.5007715821266174,0.1010337769985199,0.1010337769985199,0.5,0.5,0.13581494987010956,0.13581494987010956
15,0.5011574029922485,0.5011574029922485,0.08414429426193237,0.08414429426193237,0.5022321343421936,0.5022321343421936,0.11570326238870621,0.11570326238870621
16,0.4992283880710602,0.4992283880710602,0.08174727112054825,0.08174727112054825,0.4977678656578064,0.4977678656578064,0.10672853142023087,0.10672853142023087
17,0.4996142089366913,0.4996142089366913,0.06822839379310608,0.06822839379310608,0.4977678656578064,0.4977678656578064,0.10294978320598602,0.10294978320598602
18,0.5,0.5,0.07104500383138657,0.07104500383138657,0.5022321343421936,0.5022321343421936,0.10712117701768875,0.10712117701768875
19,0.4996142089366913,0.4996142089366913,0.06282799690961838,0.06282799690961838,0.5022321343421936,0.5022321343421936,0.08791089057922363,0.08791089057922363
20,0.4996142089366913,0.4996142089366913,0.05963164195418358,0.05963164195418358,0.4933035671710968,0.4933035671710968,0.08200118690729141,0.08200118690729141
21,0.4992283880710602,0.4992283880710602,0.05510875955224037,0.05510875955224037,0.5,0.5,0.08354996144771576,0.08354996144771576
22,0.49845677614212036,0.49845677614212036,0.051630038768053055,0.051630038768053055,0.5022321343421936,0.5022321343421936,0.0747796818614006,0.0747796818614006
23,0.4992283880710602,0.4992283880710602,0.051696810871362686,0.051696810871362686,0.4933035671710968,0.4933035671710968,0.06948088854551315,0.06948088854551315
24,0.4996142089366913,0.4996142089366913,0.0489618293941021,0.0489618293941021,0.5022321343421936,0.5022321343421936,0.08181850612163544,0.08181850612163544
25,0.4961419701576233,0.4961419701576233,0.04307287558913231,0.04307287558913231,0.5022321343421936,0.5022321343421936,0.06875995546579361,0.06875995546579361
26,0.5007715821266174,0.5007715821266174,0.043441757559776306,0.043441757559776306,0.4977678656578064,0.4977678656578064,0.07066307216882706,0.07066307216882706
27,0.49884259700775146,0.49884259700775146,0.040105804800987244,0.040105804800987244,0.5022321343421936,0.5022321343421936,0.06094958633184433,0.06094958633184433
28,0.49845677614212036,0.49845677614212036,0.03860517963767052,0.03860517963767052,0.5,0.5,0.054978158324956894,0.054978158324956894
